          I                 re(RITZ)                 im(RITZ)                 ln|RITZ|                arg(RITZ)
         104  0.93413790748368508        0.0000000000000000      -0.34065599550367137        0.0000000000000000     
         105  0.93417738754938262        0.0000000000000000      -0.34044468178265014        0.0000000000000000     
         106  0.93232924975298737        4.7520375116948962E-004 -0.35034562260380597        2.5484758208779903E-003
         107  0.93232924975298737       -4.7520375116948962E-004 -0.35034562260380597       -2.5484758208779903E-003
         108  0.93229600479415331        4.9403388035845286E-004 -0.35052386304014671        2.6495546026985375E-003
         109  0.93229600479415331       -4.9403388035845286E-004 -0.35052386304014671       -2.6495546026985375E-003
         110  0.92349413045497541        6.8356430912640213E-003 -0.39781720778398821        3.7008996762559213E-002
         111  0.92349413045497541       -6.8356430912640213E-003 -0.39781720778398821       -3.7008996762559213E-002
         112  0.92963303645842021        0.0000000000000000      -0.36482677578538508        0.0000000000000000     
         113  0.92955812547123218        0.0000000000000000      -0.36522969824307805        0.0000000000000000     
         114  0.92652919380289445        2.0541464199639122E-004 -0.38154849702943111        1.1085168174126124E-003
         115  0.92652919380289445       -2.0541464199639122E-004 -0.38154849702943111       -1.1085168174126124E-003
         116  0.92664237572270081        0.0000000000000000      -0.38093787279010616        0.0000000000000000     
         117  0.92424835988697085        0.0000000000000000      -0.39387227850474110        0.0000000000000000     
         118  0.92472981230818985        0.0000000000000000      -0.39126839469832192        0.0000000000000000     
         119  0.92624055432008556        0.0000000000000000      -0.38310650094463888        0.0000000000000000     
         120  0.92100044509219836        0.0000000000000000      -0.41147379728186650        0.0000000000000000     
